"","logFC","logCPM","LR","PValue","FDR"
"PITA_05137",1.67850385051383,5.01645081521606,15.8508687784935,6.85350647948092e-05,0.00575763502764411
"PITA_08785",3.47521386770209,2.95351207316129,15.8483879889362,6.86249705321109e-05,0.00575763502764411
"PITA_47891",2.86846250435119,1.32165811953894,15.7993228103958,7.04277107721338e-05,0.00587100746625778
"PITA_19292",2.70766939675721,2.10731626624274,15.7237695446368,7.32972822315026e-05,0.00607130259095271
"PITA_21059",1.94001777760154,7.06186764638794,15.6742308712134,7.52423579458586e-05,0.00621263012004392
"PITA_40625",2.1902556116241,2.9412862905678,15.6350285811506,7.68183295068403e-05,0.00632268332956775
"PITA_24153",1.51509919285841,5.05377193503765,15.6195837028501,7.74483103082839e-05,0.00635442619182383
"PITA_07392",1.36838202167107,5.31853504467519,15.5704337787627,7.94878842282407e-05,0.00650125905940979
"PITA_10097",1.17121376890405,6.6535209692673,15.5540925405056,8.01778976216015e-05,0.00653713774056499
"PITA_37132",2.78313439705964,2.15883460454351,15.4881592693467,8.30237073277848e-05,0.00674801126215111
"PITA_11559",5.14807682688841,4.93844471161709,15.464769719143,8.40574854076775e-05,0.00680692478645907
"PITA_09817",3.62451528048073,2.49234054295953,15.4160959541636,8.62504929358632e-05,0.00692373169990391
"PITA_05742",1.31627702203263,5.98772999035229,15.2529863125453,9.40279673424417e-05,0.00745601647137063
"PITA_02885",1.92386521500402,3.3848378145251,15.1964944715467,9.68831046318541e-05,0.00763585657081786
"PITA_14849",3.71362240483422,0.64348243483922,15.1864071562795,9.74020300344461e-05,0.00765356313947405
"PITA_40655",1.91922031764519,4.04792635729134,15.0785817073453,0.000103126784969342,0.00805472837918203
"PITA_19843",1.93087814246724,3.41115322845392,15.0262463002757,0.000106026308420644,0.00820725671343017
"PITA_50813",3.93730252740136,1.96609023501289,15.0173798229847,0.000106525601035825,0.00822143726213882
"PITA_47493",2.12958314425552,4.63306196830933,14.963434030056,0.000109614833059815,0.00843482897352877
"PITA_22445",2.81434984098073,3.86965968704902,14.9563859443006,0.000110025050229989,0.00844142044670145
"PITA_01763",3.55717474870124,0.0218990640362976,14.9435876308779,0.000110773900291588,0.00845083846670012
"PITA_24873",1.97759443961634,3.01876995030941,14.9431832655323,0.000110797643782719,0.00845083846670012
"PITA_25357",2.40179696329333,2.13568170215811,14.9186692359261,0.000112246666105625,0.00850283172224503
"PITA_10775",3.27640760195701,0.90653218661372,14.9150857818454,0.000112460075837298,0.00850283172224503
"PITA_44170",3.42390221254407,2.16048444882706,14.8978172980664,0.00011349422660926,0.00853142005745734
"PITA_13982",2.89295633694795,0.696027969662504,14.8751955573246,0.000114863463372722,0.00860946345493123
"PITA_51615",2.16119170130371,2.660600455145,14.8658968344259,0.000115431102446513,0.00862714811359585
"PITA_36496",2.37271144808853,2.48350784634109,14.8536251013911,0.000116184552971437,0.00865857890611489
"PITA_33502",3.91025949647768,1.29289621489179,14.7998578737075,0.000119544511110839,0.00887895415992793
"PITA_47429",1.37257759787631,5.09316095813435,14.7927268736945,0.000119997419379838,0.00887895415992793
"PITA_18923",3.76211501664805,0.84544046510303,14.7418582081851,0.000123278724317552,0.00908316243845671
"PITA_03757",1.33235124460776,5.15744818825333,14.7341498068914,0.000123783779053556,0.00909461104351394
"PITA_24664",2.5781331280467,1.86530598033586,14.707698043365,0.00012553279104796,0.00919713341511658
"PITA_19094",1.54510037421703,6.09696873493367,14.6799302046512,0.000127395597306578,0.00930739351221005
"PITA_39356",2.51441631391891,1.83563630396052,14.6735132686066,0.00012783002132595,0.0093129720578897
"PITA_50866",2.39121516241048,1.23588325746673,14.6508241568837,0.000129378059442585,0.00939942443587206
"PITA_01074",2.96326877788193,1.67435220568662,14.6292544401057,0.000130867220490564,0.00948112963158521
"PITA_07613",4.05792627836624,6.18114528757611,14.6172821726106,0.000131701213927623,0.00951504686956542
"PITA_36356",1.29105166149559,6.10365945017309,14.5999683381811,0.000132916777128736,0.00957626719208116
"PITA_06604",2.49460111417887,3.87479333091685,14.5184740661467,0.000138791778339084,0.00997192089177134
"PITA_38825",2.08323756422939,2.89325906235259,14.4468009003432,0.000144174536067666,0.0102928906138486
"PITA_36024",1.90401323091031,2.68904587894663,14.4107011974252,0.000146964783007994,0.0104152780415666
"PITA_34569",1.44214134447509,5.19903169123316,14.3786449207442,0.000149488054980905,0.0105653120162999
"PITA_13365",2.17090140684656,2.95165674688021,14.3551752364503,0.00015136306510537,0.0106688400008823
"PITA_10571",2.4545046894915,1.4314991665705,14.3446752611514,0.000152209566004487,0.0106995097357046
"PITA_20903",1.8152600948574,4.72497409897486,14.2702035655332,0.000158351827770113,0.0110714319582604
"PITA_19827",1.32673891653456,6.00901444586485,14.2314738164465,0.000161644223823937,0.0112308351312393
"PITA_41805",1.26908180765082,7.11531891675735,14.2000989599157,0.000164361868814269,0.0113392250556773
"PITA_31714",2.90738432193211,7.97689271254562,14.1195538174231,0.000171551177909524,0.0118039010218223
"PITA_07523",3.084393231524,4.27216265036869,14.0933868339897,0.000173954306542818,0.0119376716592933
"PITA_36293",3.58419155911875,1.67164021109561,14.0723518975531,0.000175910680095797,0.0120401602068726
"PITA_04341",2.10647612716483,3.40563808139543,14.0451740812152,0.000178471230585487,0.0121833549509132
"PITA_27932",1.51266811964075,7.24537819914884,14.0287658100005,0.000180035272263435,0.0122579512992139
"PITA_03080",1.55657947482028,7.20096381714864,13.9987821600262,0.00018292907793966,0.0123579282808639
"PITA_04637",2.82411912361072,3.21265013805394,13.9906505767161,0.000183721925018274,0.0123793356160629
"PITA_34358",2.65119366427277,2.2451936885192,13.9231104989661,0.000190442450802023,0.0127990121522217
"PITA_02893",2.12835464152323,3.17122352312028,13.8272670950447,0.000200406642465719,0.0133726261607136
"PITA_13110",2.80144582332582,3.41624607167582,13.8217980898745,0.000200990805697827,0.0133726261607136
"PITA_14723",2.27069189179282,4.21432469280108,13.7759732574558,0.000205953414221006,0.0136301332073133
"PITA_36943",3.68897897051764,-0.166480674017288,13.7336053455057,0.000210651436143308,0.0139056680270337
"PITA_47137",2.26964073144508,1.596102423423,13.7247547291613,0.000211646401884107,0.0139178399410667
"PITA_50609",2.89131540111737,2.09129178051015,13.722451897526,0.00021190605623678,0.0139178399410667
"PITA_01590",1.86147562458858,3.50694736153234,13.7026802059186,0.000214148650451938,0.0140297033995074
"PITA_02457",1.74182939587251,4.15536251682035,13.6798726963829,0.000216765301376557,0.0141385413226022
"PITA_35470",2.03020939119675,2.56888153633532,13.674695172016,0.000217363779054692,0.0141385413226022
"PITA_20803",2.61895997267067,4.39945821912412,13.6740303062772,0.000217440752394974,0.0141385413226022
"PITA_01007",1.11697107842397,7.99633081178349,13.6548280975762,0.000219675736004869,0.0142090170000347
"PITA_13105",1.36391086174789,4.30900294462224,13.6425542060041,0.000221116430879432,0.0142090170000347
"PITA_48066",2.43784879934718,1.94376515249074,13.5867254426271,0.000227790641705824,0.014556773464685
"PITA_09762",3.29619827817929,0.283247121314835,13.5501903907463,0.000232267861082516,0.0148065068600371
"PITA_32379",1.49347847098217,5.37951996357839,13.5328601668897,0.000234422513272047,0.0149073230994931
"PITA_38279",2.6887432951318,5.01317443831646,13.5034079349472,0.000238130592122516,0.0150757059171686
"PITA_07653",1.14245142931762,6.69776372846892,13.502627448737,0.000238229656348045,0.0150757059171686
"PITA_39027",2.62779700510734,2.37279637481005,13.4594773462855,0.000243771655784184,0.0153517118530044
"PITA_09506",3.33214808707192,3.69788160465963,13.4448720325513,0.000245676779629698,0.0154343172980406
"PITA_07682",2.79741745430353,2.08168723901238,13.3525002874236,0.000258078312862477,0.0160967837871467
"PITA_28044",3.03415631312658,0.650681216509296,13.3457323524142,0.000259011387641263,0.0161163329692861
"PITA_21568",3.54773114004486,1.89171904025916,13.339838576532,0.000259826714153476,0.0161284797336939
"PITA_32739",1.68947532666383,3.25869345939366,13.2912111034681,0.000266653175373818,0.01651281532928
"PITA_05154",2.38244739229251,2.45412365852869,13.2562417446453,0.000271673764645036,0.0167837599635457
"PITA_22858",1.31518949754037,5.85564499922314,13.2187006920488,0.00027716969338039,0.0170827169552857
"PITA_08319",2.26213711740225,2.40548697073143,13.1993183177035,0.000280050963218906,0.0172194929133819
"PITA_20356",2.23822313980216,1.76981062421377,13.1447980690756,0.000288318586890579,0.0176444191210284
"PITA_23704",1.60998859117835,3.72077709666296,13.1291958921621,0.000290729523841401,0.0177277259697997
"PITA_25342",1.61222442749327,3.52920259780394,13.1271764494925,0.00029104306159808,0.0177277259697997
"PITA_49215",3.67116542091449,4.54935700953147,13.1016411961994,0.000295037186442049,0.0179290237901197
"PITA_32240",3.16649402438876,2.52011457863158,12.9647311613568,0.000317414035445376,0.0191545745890923
"PITA_48266",2.84037912054229,3.22474392399969,12.933025940714,0.000322835502804535,0.0194366402602851
"PITA_29784",1.97455318942582,4.36233494526744,12.8909157232305,0.000330180841899622,0.0197461862333295
"PITA_34328",2.98624889433677,2.95266413866678,12.890497873436,0.000330254566169338,0.0197461862333295
"PITA_43327",2.7890603282636,2.02684220260408,12.8488546141588,0.000337685878010103,0.0201171066278237
"PITA_34115",1.37115107239318,4.7172787406355,12.8463530878196,0.0003381376115965,0.0201171066278237
"PITA_20952",1.22297692099887,5.75925792050745,12.8428092986909,0.000338778603675143,0.0201171066278237
"PITA_33482",3.01600186423978,2.35430297054446,12.8213294197395,0.000342690141549708,0.0202614694677907
"PITA_33903",1.31992679802279,7.72597986694278,12.7656413262528,0.00035304452885892,0.020761224466668
"PITA_01919",1.39209049098785,4.38158675153562,12.7626111202935,0.000353616918710213,0.020761224466668
"PITA_41069",1.62752665002293,5.22656754679203,12.695517906339,0.000366533069905313,0.0214710779620885
"PITA_18543",1.2277725013857,5.21717596017433,12.6828681873512,0.000369021076532344,0.0214833934646272
"PITA_30254",3.0155537769438,0.837370215422011,12.6820828300449,0.000369176104757914,0.0214833934646272
"PITA_26953",3.21062678347923,2.35836311525826,12.6775352663889,0.000370075078601095,0.0214850060699461
"PITA_04185",3.37451747783782,2.56342651088196,12.6593401026922,0.000373694090199956,0.021608119335439
"PITA_13621",2.32988010277029,2.8948534465884,12.6585238897281,0.00037385726867421,0.021608119335439
"PITA_50348",2.98857850681637,0.233187994203149,12.6476586669403,0.000376036318440513,0.0216858727412845
"PITA_29549",3.39473689046804,3.42835581999943,12.639529927688,0.000377674932651939,0.0217321843436821
"PITA_31676",2.83628898817206,0.943598974356202,12.6281058426823,0.000379990013617187,0.0218171308259811
"PITA_22026",2.38587704602556,0.855994995532643,12.5829588461789,0.00038927994747869,0.0223012822774741
"PITA_13495",1.71590820247158,2.640971819992,12.5769954519637,0.00039052405100127,0.0223233847087737
"PITA_44795",3.61588207273372,2.95417301059268,12.527186610993,0.000401073256474624,0.022826070738837
"PITA_12283",3.33918498393401,4.85415096680371,12.4944911555999,0.000408153786964134,0.0231783228060047
"PITA_10042",2.7848205209478,2.13155402826796,12.4724778973528,0.000412991887000464,0.0234019738322333
"PITA_29664",1.10010907291083,8.22814249155446,12.4554754863564,0.000416768266703742,0.0235646214102122
"PITA_50176",3.7139087557952,1.48650507490762,12.4273781441693,0.000423085441880597,0.023869911622283
"PITA_21009",2.6101549536805,3.9513974363234,12.4013089844437,0.000429032995897557,0.0241530718404753
"PITA_11589",2.01277837862435,2.35024205922261,12.3941276895775,0.000430686144472178,0.0241937709105332
"PITA_47140",2.458704103129,1.86310755829227,12.381709307691,0.000433560062706859,0.0243027234287558
"PITA_45750",1.9079771374214,2.69093285433882,12.3738019859075,0.000435400086217149,0.0243221238999242
"PITA_16417",1.15524287399831,5.92394331641655,12.3721887452295,0.000435776451896062,0.0243221238999242
"PITA_36703",1.68386631697702,3.13567725378702,12.3561539195258,0.000439535236893681,0.0244793832470402
"PITA_11662",2.35162588815789,4.05596496950724,12.3463506737405,0.000441849350180048,0.0245079794216671
"PITA_25536",2.72709348015592,2.1506208845762,12.3203398360889,0.000448049121678671,0.024741633982464
"PITA_18976",2.24345701271793,1.3910215667622,12.3063209329056,0.000451426904069153,0.0248753439574886
"PITA_26382",1.12143384648303,5.55368801796394,12.2455901139959,0.000466359022079773,0.025589729546989
"PITA_02265",1.72229195240586,3.35555911271814,12.1721297617022,0.000485088866472261,0.0265410246940447
"PITA_35775",1.11799415642875,7.45637554317632,12.104915161223,0.000502890847503481,0.0273633641270252
"PITA_04318",2.09980375349319,6.64511280397454,12.0369786379237,0.000521554415250151,0.0282606433046691
"PITA_11449",1.76059274533574,4.92733470616471,12.0224147575452,0.000525645566368595,0.0284231092217896
"PITA_40372",3.4992341159819,6.39550823824,12.0132694437976,0.000528231126385498,0.0285036584360174
"PITA_28956",2.58846928155191,2.76264039213798,11.9202440820078,0.000555272048559116,0.0297161948785474
"PITA_34679",3.33471092733647,1.05922796135664,11.9020814091338,0.000560712543305794,0.0299457341659967
"PITA_34222",3.36641099834213,0.827275548193455,11.8619486847923,0.000572925632872946,0.0304728482318864
"PITA_44169",1.58711091204852,3.77983506318818,11.8543859258643,0.00057525701536573,0.0305344075768312
"PITA_43676",1.62200491626517,6.10515298782764,11.8301449978242,0.000582794558398209,0.0308714942349878
"PITA_33350",2.64870585362361,4.71132677028305,11.8065832496887,0.000590216486112694,0.0312010987546851
"PITA_11885",2.89385833531053,0.335213560392486,11.7577497171662,0.000605904340079471,0.0319097632936039
"PITA_22056",2.37953193701079,0.909038437500059,11.7572233603019,0.000606075707141388,0.0319097632936039
"PITA_42288",3.03853522151344,1.18309558044021,11.7476900074925,0.000609187984896316,0.0319648123011675
"PITA_45287",2.68182624726222,1.28467972130631,11.7205463072479,0.000618138055862347,0.0322834391464333
"PITA_08141",2.14573736748291,1.09869745074892,11.706530273144,0.000622811420833267,0.0324623291471993
"PITA_32538",3.22376128177958,1.44060352162115,11.6921415535675,0.000627646172945693,0.032626602911404
"PITA_10544",3.22002079599462,1.32990901063077,11.6896950258393,0.000628471992718421,0.032626602911404
"PITA_02661",1.74257503263631,2.74141819193339,11.6554862761732,0.00064013469265762,0.0331658629907012
"PITA_26081",2.09316442699013,2.06656098948522,11.6423452477905,0.00064467272599095,0.0333345783902557
"PITA_31942",2.4843613840232,3.52969484171264,11.5218286897757,0.000687836922810108,0.0353556334493441
"PITA_22168",1.28660659549009,4.72000831364366,11.5063552798306,0.000693586411704016,0.0355808461183625
"PITA_32264",1.42635183518444,4.42698005863517,11.486249969361,0.00070112957567264,0.0358970061686411
"PITA_16990",1.05748931169387,6.79896536396335,11.4463891136073,0.000716330626709044,0.036532100578244
"PITA_29713",1.6003653546101,3.12730992396274,11.4202782642264,0.000726468140432552,0.0369103685454173
"PITA_13210",2.62087057920101,0.658672373015966,11.4199440871803,0.000726598819456868,0.0369103685454173
"PITA_37716",1.77280480011209,2.48759905445346,11.4109519899048,0.000730124086118995,0.0370171488418498
"PITA_06420",2.90612252378854,3.59337005969574,11.4054078587336,0.000732306216789513,0.037055549401709
"PITA_24601",2.23871728431932,3.62015782589075,11.3949614697846,0.000736435762331596,0.0371921509562767
"PITA_19027",1.33617764482288,4.37220895859204,11.3770383512741,0.000743575813601971,0.037338197839432
"PITA_19396",3.11852539393266,3.87657894491123,11.3768920671125,0.000743634375824744,0.037338197839432
"PITA_31764",1.57522518139131,5.83703113907779,11.3702315589913,0.000746305732357374,0.0374001267685606
"PITA_50025",1.6399422968469,3.39630393228752,11.3416154250542,0.000757893686960071,0.0378589753378029
"PITA_00501",2.90452486503342,1.69283277056359,11.3385896767681,0.000759129527505507,0.0378589753378029
"PITA_37590",1.77437779869453,3.99898300155061,11.3353914236995,0.000760438039884524,0.0378589753378029
"PITA_48032",2.64488495203013,3.78816586796213,11.3325300230109,0.000761610666199035,0.0378589753378029
"PITA_35858",1.73832722790357,3.1334567738968,11.3297786163253,0.000762739939136788,0.0378589753378029
"PITA_44844",1.96633041481256,3.56393375164883,11.3250454979144,0.000764686535609624,0.0378832992469918
"PITA_44280",2.39012400989419,1.95282966473274,11.2812663732872,0.000782931312741614,0.0384938762062318
"PITA_31577",3.37083858703389,1.42334798788381,11.218224318254,0.00080997958444039,0.039748601908887
"PITA_06682",1.79646725097935,2.20626446070046,11.2079762827038,0.00081446491664136,0.0398184549190322
"PITA_47638",2.51521309200443,1.21613228470634,11.1991674729321,0.000818340389902767,0.0398993793743228
"PITA_31449",1.08675378418758,5.29097308034545,11.1972458178789,0.000819188303506031,0.0398993793743228
"PITA_45631",1.36161764006713,4.46817769325411,11.1706570869644,0.000831011902288056,0.0403242324003919
"PITA_14636",2.5063103174218,1.54842125590174,11.1345580190681,0.000847341180148966,0.0409459065560081
"PITA_22462",2.17325888562606,3.94780131622107,11.131921544207,0.000848546412153037,0.0409459065560081
"PITA_35362",2.15194621987899,6.092118237185,11.112956669587,0.000857267185869396,0.0411261344189237
"PITA_43768",1.00147405495352,7.29201415727794,11.1112020512388,0.000858078590921698,0.0411261344189237
"PITA_03147",2.68514903560157,0.125241828160657,11.0871419098415,0.000869283582457294,0.0414847645800583
"PITA_01714",0.973397396222178,6.15655336118102,11.0795620514733,0.000872844128481295,0.0415783936587363
"PITA_25287",3.43941516734212,1.33487639659844,11.0578327481087,0.000883133126524705,0.0419916078387222
"PITA_41274",1.11907751953409,5.25101191847179,11.009457398616,0.000906481780975642,0.0428666993479918
"PITA_30711",1.93628404294675,1.36523103424205,11.0014732470992,0.000910394949473733,0.0428957649290984
"PITA_35702",3.5447025576385,4.45235812954803,10.9949429094195,0.000913608272839145,0.0429693265249065
"PITA_14246",3.42126880886602,2.84205486803917,10.9744892446644,0.000923747113003375,0.043285692728948
"PITA_21902",3.71442300630054,2.63845753082036,10.9713213290979,0.000925327584962709,0.043285692728948
"PITA_02944",3.30020315908638,3.28210735184556,10.8960454891858,0.000963697797893809,0.0449190251351614
"PITA_12443",1.55821185478832,3.50063968224011,10.8899195910092,0.000966890258425156,0.0449872070328799
"PITA_49383",1.31354467804964,7.23187889403942,10.8857531940298,0.000969067649220972,0.045008000872479
"PITA_08348",1.29616885987498,5.2413990913857,10.8683656468594,0.000978208168048228,0.0453515441047529
"PITA_11245",2.73765307522473,1.05760022020274,10.8643306171485,0.000980341790478609,0.0453695900864024
"PITA_42808",1.35574853415563,3.57020810551836,10.8546649747713,0.00098547189772498,0.0454113339945276
"PITA_26887",1.78094246688433,1.91165348824605,10.8527683147263,0.000986481745046257,0.0454113339945276
"PITA_33638",2.22221939696402,2.18493212255087,10.8293577191697,0.000999032870496051,0.0459078549977594
"PITA_35170",1.47208401169429,3.73709009754551,10.806163624507,0.00101162719472188,0.0464046061861048
"PITA_06965",2.65016476228708,0.966660737682889,10.7886027764169,0.00102126939199007,0.0467644289018834
"PITA_27456",1.23207366440384,6.67138830023274,10.7852830535195,0.00102310258367067,0.0467660370802997
"PITA_10221",1.38016559589656,3.55097397001286,10.7562085341196,0.00103930077869334,0.0473400594624084
"PITA_31623",2.2672113877855,1.33733609066058,10.7489820816169,0.00104336691984058,0.0473830435709815
"PITA_16712",2.06373728470664,2.53183607016979,10.7448311208949,0.00104570983158689,0.0473830435709815
"PITA_32312",2.27811413147368,1.21787354121089,10.7256780085109,0.00105658946723659,0.0476270978394391
"PITA_42468",2.06143800199848,2.65755237200034,10.6982097748529,0.00107239254702357,0.0481737180589426
"PITA_08733",1.05725346250588,7.87502047660565,10.6981616863538,0.00107242042201268,0.0481737180589426
"PITA_30828",2.15104946670208,2.98094951267886,10.6827121813061,0.00108141393433229,0.0484421379480075
"PITA_03689",1.38918686703049,4.4386227609394,10.6812966620302,0.00108224174629839,0.0484421379480075
"PITA_16005",2.18239574719217,0.906123737982877,10.6783220870566,0.00108398340135108,0.0484421379480075
"PITA_43245",3.3665236045642,1.65859995411822,10.6656535136736,0.00109143283561438,0.0486913835703161
"PITA_01224",2.4177858465639,4.1314373635062,10.6127511928178,0.00112310459547609,0.0499330383311752
"PITA_45803",2.45656976783929,2.25294024617231,10.6086647427507,0.0011255894342401,0.0499581153500867
